frame,cavity_energy_hartree,no_cavity_energy_hartree,delta_cavity_minus_no_cavity_hartree,delta_cavity_minus_no_cavity_kcal_mol,xyz_comment
1688,-436.4872834075,-436.65372533946066,0.16644193196066226,104.44388918668145,Step 1687  E=-436.4872834075  phi=37.480  theta=59.358
1692,-436.495323702,-436.6623324890818,0.1670087870817838,104.7995961456064,Step 1691  E=-436.4953237020  phi=36.649  theta=59.586
1696,-436.5008786347,-436.66741971680375,0.16654108210377672,104.50610684084049,Step 1695  E=-436.5008786347  phi=36.314  theta=59.364
1700,-436.5026708921,-436.6679081218657,0.16523722976569388,103.68792714591419,Step 1699  E=-436.5026708921  phi=36.523  theta=58.837
1704,-436.4985970844,-436.6636800247427,0.16508294034269966,103.59110907123758,Step 1703  E=-436.4985970844  phi=37.216  theta=58.135
1708,-436.5006913677,-436.6663588254936,0.16566745779363146,103.9578993094525,Step 1707  E=-436.5006913677  phi=38.229  theta=57.431
1712,-436.4956418566,-436.6608351289365,0.16519327233652348,103.6603434426543,Step 1711  E=-436.4956418566  phi=39.316  theta=57.113
1716,-436.4894912904,-436.6538399696237,0.16434867922367857,103.13035326261567,Step 1715  E=-436.4894912904  phi=40.254  theta=57.535
1720,-436.4929902233,-436.65798714679835,0.16499692349833595,103.53713268647034,Step 1719  E=-436.4929902233  phi=40.938  theta=58.696
1724,-436.5034431422,-436.6699319181925,0.1664887759924909,104.47328426045723,Step 1723  E=-436.5034431422  phi=41.360  theta=60.457
1728,-436.5081297926,-436.674897494589,0.16676770198898794,104.64831296582162,Step 1727  E=-436.5081297926  phi=41.550  theta=62.669
1732,-436.4991839396,-436.6657902151397,0.16660627553966378,104.54701633950634,Step 1731  E=-436.4991839396  phi=41.539  theta=65.019
1736,-436.4986610512,-436.666334848657,0.16767379745704147,105.21689645643085,Step 1735  E=-436.4986610512  phi=41.365  theta=67.224
1740,-436.4970887454,-436.6656237089436,0.16853496354360686,105.75728633449248,Step 1739  E=-436.4970887454  phi=41.067  theta=69.168
1744,-436.4961393398,-436.6639807042598,0.16784136445983222,105.3220463382224,Step 1743  E=-436.4961393398  phi=40.679  theta=70.691
1748,-436.4918845216,-436.6589581902472,0.16707366864716278,104.84030994257375,Step 1747  E=-436.4918845216  phi=40.250  theta=71.573
1752,-436.4971198539,-436.6638610029299,0.16674114902986048,104.63165073240472,Step 1751  E=-436.4971198539  phi=39.831  theta=71.706
1756,-436.5008208939,-436.6661449527241,0.1653240588240692,103.74241320266867,Step 1755  E=-436.5008208939  phi=39.429  theta=71.041
1760,-436.5067131363,-436.66991761983826,0.16320448353826578,102.41235962983703,Step 1759  E=-436.5067131363  phi=38.960  theta=69.411
1764,-436.5095463942,-436.6715280094931,0.16198161529308663,101.64499822045619,Step 1763  E=-436.5095463942  phi=38.329  theta=66.874
1768,-436.5068158755,-436.6689519345625,0.16213605906244766,101.74191314894026,Step 1767  E=-436.5068158755  phi=37.554  theta=63.923
1772,-436.501518138,-436.6646922458132,0.1631741078132336,102.3932985745978,Step 1771  E=-436.5015181380  phi=36.849  theta=61.103
1776,-436.4928571389,-436.6573040158121,0.16444687691210902,103.19197324243687,Step 1775  E=-436.4928571389  phi=36.513  theta=58.820
1780,-436.4994230498,-436.6653025522876,0.16587950248759853,104.09095936384165,Step 1779  E=-436.4994230498  phi=36.684  theta=57.308
1784,-436.5015821851,-436.66842821635964,0.16684603125963804,104.69746532525102,Step 1783  E=-436.5015821851  phi=37.271  theta=56.514
1788,-436.5049362296,-436.6719980156544,0.16706178605443256,104.83285350305911,Step 1787  E=-436.5049362296  phi=38.091  theta=56.233
1792,-436.4984980127,-436.66547302838416,0.16697501568415873,104.77840427364433,Step 1791  E=-436.4984980127  phi=38.939  theta=56.363
1796,-436.50033821,-436.6670674654838,0.16672925548380135,104.62418741957242,Step 1795  E=-436.5003382100  phi=39.613  theta=56.826
1800,-436.4970582169,-436.66305678527226,0.165998568372288,104.16567433452198,Step 1799  E=-436.4970582169  phi=40.006  theta=57.476
1804,-436.4981815759,-436.6634705070756,0.16528893117560983,103.72037027045886,Step 1803  E=-436.4981815759  phi=40.170  theta=58.163
1808,-436.4946259482,-436.65996266337504,0.16533671517504445,103.75035518281271,Step 1807  E=-436.4946259482  phi=40.249  theta=58.724
1812,-436.4926406763,-436.6583533858855,0.16571270958547757,103.98629523755426,Step 1811  E=-436.4926406763  phi=40.403  theta=58.993
1816,-436.4893625509,-436.6545702427466,0.16520769184660367,103.66939182184096,Step 1815  E=-436.4893625509  phi=40.772  theta=58.894
1820,-436.4945373632,-436.65887571284316,0.16433834964317384,103.12387135298586,Step 1819  E=-436.4945373632  phi=41.405  theta=58.449
1824,-436.5040456684,-436.66809653507323,0.16405086667322166,102.94347306570907,Step 1823  E=-436.5040456684  phi=42.201  theta=57.715
1828,-436.509665036,-436.67332534930426,0.16366031330426267,102.69839712656004,Step 1827  E=-436.5096650360  phi=42.914  theta=56.840
1832,-436.509098985,-436.6718911852407,0.16279220024074448,102.15364795464443,Step 1831  E=-436.5090989850  phi=43.307  theta=56.063
1836,-436.5062947345,-436.669078259588,0.16278352508800253,102.14820421410991,Step 1835  E=-436.5062947345  phi=43.324  theta=55.538
1840,-436.5063251245,-436.6702217752381,0.16389665073808146,102.84670110535708,Step 1839  E=-436.5063251245  phi=43.063  theta=55.293
1844,-436.5014271439,-436.6653981922857,0.1639710483856902,102.8933863340796,Step 1843  E=-436.5014271439  phi=42.657  theta=55.248
1848,-436.5035772057,-436.6662170924579,0.16263988675785868,102.05806980110604,Step 1847  E=-436.5035772057  phi=42.283  theta=55.264
1852,-436.5023834683,-436.66385884042876,0.1614753721287343,101.32732583864542,Step 1851  E=-436.5023834683  phi=42.205  theta=55.230
1856,-436.5121276616,-436.67279547614424,0.16066781454424017,100.82057580352384,Step 1855  E=-436.5121276616  phi=42.636  theta=55.069
1860,-436.512356929,-436.6717551364334,0.1593982074333553,100.02388531310571,Step 1859  E=-436.5123569290  phi=43.557  theta=54.701
1864,-436.5159055903,-436.6737795631065,0.15787397280649884,99.06741364405825,Step 1863  E=-436.5159055903  phi=44.751  theta=54.068
1868,-436.5136766394,-436.6709419208947,0.15726528149468777,98.6854540791169,Step 1867  E=-436.5136766394  phi=46.025  theta=53.176
1872,-436.5136641888,-436.67176723265135,0.15810304385132667,99.21115789492124,Step 1871  E=-436.5136641888  phi=47.323  theta=52.070
1876,-436.5081767114,-436.66675490350013,0.15857819210015123,99.50931792264313,Step 1875  E=-436.5081767114  phi=48.652  theta=50.857
1880,-436.5119912608,-436.6699475037771,0.1579562429770931,99.11903895553893,Step 1879  E=-436.5119912608  phi=50.017  theta=49.655
1884,-436.5112147475,-436.6691228245996,0.15790807709959154,99.08881441108014,Step 1883  E=-436.5112147475  phi=51.408  theta=48.497
1888,-436.5112521812,-436.66981508056614,0.15856289936613166,99.49972158716153,Step 1887  E=-436.5112521812  phi=52.749  theta=47.359
1892,-436.5084402851,-436.66645606174444,0.15801577664444721,99.15639689582936,Step 1891  E=-436.5084402851  phi=53.882  theta=46.256
1896,-436.5131222586,-436.6694082715454,0.15628601294542932,98.07095378680519,Step 1895  E=-436.5131222586  phi=54.647  theta=45.207
1900,-436.5207707045,-436.6757626304264,0.15499192592636746,97.2589019220818,Step 1899  E=-436.5207707045  phi=54.962  theta=44.174
1904,-436.5257331776,-436.6800381489293,0.15430497132933851,96.82783140419494,Step 1903  E=-436.5257331776  phi=54.840  theta=43.070
1908,-436.5205676841,-436.67373730264893,0.15316961854892952,96.11538677808441,Step 1907  E=-436.5205676841  phi=54.345  theta=41.772
1912,-436.5186658467,-436.67014279810155,0.15147695140154838,95.05322210666738,Step 1911  E=-436.5186658467  phi=53.564  theta=40.131
1916,-436.521163322,-436.6714451334723,0.1502818114722686,94.30326047821322,Step 1915  E=-436.5211633220  phi=52.644  theta=38.071
1920,-436.5227637147,-436.67272298856807,0.1499592738680917,94.1008650758506,Step 1919  E=-436.5227637147  phi=51.778  theta=35.670
1924,-436.5188718553,-436.66827268703145,0.14940083173144103,93.75043734438627,Step 1923  E=-436.5188718553  phi=51.132  theta=33.158
1928,-436.5173623888,-436.66545069966645,0.14808831086645569,92.92681806670247,Step 1927  E=-436.5173623888  phi=50.830  theta=30.829
1932,-436.5240257746,-436.6712577358197,0.14723196121974524,92.38945055028107,Step 1931  E=-436.5240257746  phi=51.005  theta=28.860
1936,-436.531082884,-436.678418549612,0.1473356656119904,92.45452603891687,Step 1935  E=-436.5310828840  phi=51.745  theta=27.250
1940,-436.530835715,-436.67815897861254,0.14732326361252035,92.44674366675208,Step 1939  E=-436.5308357150  phi=52.989  theta=25.989
1944,-436.5283670136,-436.67525714868214,0.146890135082117,92.17495141043696,Step 1943  E=-436.5283670136  phi=54.578  theta=25.112
1948,-436.5299985617,-436.67675783986897,0.14675927816898593,92.09283745770055,Step 1947  E=-436.5299985617  phi=56.383  theta=24.624
1952,-436.521210391,-436.668168660661,0.14695826966101322,92.21770650420564,Step 1951  E=-436.5212103910  phi=58.254  theta=24.452
1956,-436.5200702718,-436.6669559262606,0.14688565446056145,92.17213977796116,Step 1955  E=-436.5200702718  phi=59.980  theta=24.497
1960,-436.5240977951,-436.6702250670713,0.146127271971352,91.69624758101867,Step 1959  E=-436.5240977951  phi=61.362  theta=24.647
1964,-436.5353188938,-436.680567527353,0.14524863355296702,91.14489364920628,Step 1963  E=-436.5353188938  phi=62.278  theta=24.752
1968,-436.5355816828,-436.68020238513265,0.14462070233264512,90.75086085939428,Step 1967  E=-436.5355816828  phi=62.689  theta=24.709
1972,-436.5316090778,-436.6755498960889,0.14394081828891103,90.3242271806868,Step 1971  E=-436.5316090778  phi=62.615  theta=24.490
1976,-436.5262089375,-436.66933070433936,0.1431217668393856,89.81026463636448,Step 1975  E=-436.5262089375  phi=62.126  theta=24.092
1980,-436.5301514863,-436.67274482058224,0.14259333428225318,89.4786682003605,Step 1979  E=-436.5301514863  phi=61.329  theta=23.607
1984,-436.5331265763,-436.6755409854322,0.1424144091321864,89.36639097354544,Step 1983  E=-436.5331265763  phi=60.375  theta=23.168
1988,-436.52993271,-436.67238232215357,0.14244961215354124,89.38848120296124,Step 1987  E=-436.5299327100  phi=59.450  theta=22.824
1992,-436.5285939451,-436.6710539422644,0.14245999716439428,89.39499789565977,Step 1991  E=-436.5285939451  phi=58.767  theta=22.521
1996,-436.5232122947,-436.665344770886,0.14213247618602054,89.18947537877584,Step 1995  E=-436.5232122947  phi=58.569  theta=22.167
2000,-436.5245927155,-436.6663731568686,0.1417804413686099,88.96857019565059,Step 1999  E=-436.5245927155  phi=59.043  theta=21.766
2004,-436.5230889449,-436.6647712041462,0.14168225924618127,88.906959983643,Step 2003  E=-436.5230889449  phi=60.202  theta=21.447
2008,-436.527179797,-436.66872436096736,0.14154456396738624,88.82055489166535,Step 2007  E=-436.5271797970  phi=61.916  theta=21.341
2012,-436.5285045928,-436.6695592005769,0.14105460777687995,88.5131027402468,Step 2011  E=-436.5285045928  phi=64.029  theta=21.546
2016,-436.5281380215,-436.6689894909775,0.14085146947746807,88.38563153282078,Step 2015  E=-436.5281380215  phi=66.413  theta=22.131
2020,-436.521208174,-436.66267712246275,0.14146894846277291,88.77310544613444,Step 2019  E=-436.5212081740  phi=68.922  theta=23.123
2024,-436.5234900075,-436.6658975373851,0.14240752988507666,89.36207418080966,Step 2023  E=-436.5234900075  phi=71.393  theta=155.462
2028,-436.5211684181,-436.66412175061964,0.14295333251965303,89.70457050497492,Step 2027  E=-436.5211684181  phi=73.645  theta=153.597
2032,-436.5163622248,-436.65971154601266,0.14334932121266775,89.95305716146352,Step 2031  E=-436.5163622248  phi=75.455  theta=151.405
2036,-436.509312064,-436.6530897436954,0.14377767969534716,90.22185616764015,Step 2035  E=-436.5093120640  phi=76.631  theta=149.152
2040,-436.5160064186,-436.6600560313567,0.14404961275670303,90.39249673995194,Step 2039  E=-436.5160064186  phi=77.103  theta=147.068
2044,-436.5266743641,-436.6705580282626,0.1438836641625585,90.28836242491879,Step 2043  E=-436.5266743641  phi=76.954  theta=145.433
2048,-436.5296827927,-436.6732416165532,0.14355882385319774,90.08452205323732,Step 2047  E=-436.5296827927  phi=76.387  theta=144.547
2052,-436.5224799165,-436.6661382999555,0.1436583834554881,90.14699664690848,Step 2051  E=-436.5224799165  phi=75.647  theta=144.400
2056,-436.5159386762,-436.65994170682274,0.14400303062274133,90.3632660095689,Step 2055  E=-436.5159386762  phi=74.945  theta=144.691
2060,-436.5190249761,-436.6630238574017,0.14399888130168392,90.36066227129444,Step 2059  E=-436.5190249761  phi=74.486  theta=145.221
2064,-436.5213447916,-436.66512112495195,0.1437763333519797,90.22101132442172,Step 2063  E=-436.5213447916  phi=74.489  theta=145.829
2068,-436.5214928074,-436.66544303179046,0.14395022439043714,90.33012959850845,Step 2067  E=-436.5214928074  phi=75.108  theta=146.288
2072,-436.518252271,-436.66262076156386,0.14436849056386336,90.59259558501351,Step 2071  E=-436.5182522710  phi=76.379  theta=146.407
2076,-436.5205080394,-436.66488555059954,0.14437751119953646,90.59825611936046,Step 2075  E=-436.5205080394  phi=78.284  theta=146.086
2080,-436.5256942398,-436.6698321981461,0.1441379583461071,90.44793443429468,Step 2079  E=-436.5256942398  phi=80.790  theta=145.315
2084,-436.5279576556,-436.67247503186536,0.14451737626535532,90.68602277325225,Step 2083  E=-436.5279576556  phi=83.769  theta=144.259
2088,-436.5286186698,-436.67431864075235,0.1456999709523643,91.42811214332708,Step 2087  E=-436.5286186698  phi=86.948  theta=143.198
2092,-436.5285276861,-436.67546851914204,0.14694083304203787,92.20676486060297,Step 2091  E=-436.5285276861  phi=90.004  theta=142.398
2096,-436.5270287683,-436.6745920145292,0.14756324622919692,92.59733503232708,Step 2095  E=-436.5270287683  phi=92.641  theta=142.050
2100,-436.5162214909,-436.664299707707,0.14807821680699362,92.92048394875826,Step 2099  E=-436.5162214909  phi=94.628  theta=142.194
2104,-436.5164794195,-436.66571080194933,0.14923138244932943,93.64410631448804,Step 2103  E=-436.5164794195  phi=95.861  theta=142.798
2108,-436.5153633154,-436.6652239564136,0.14986064101361762,94.03897202521424,Step 2107  E=-436.5153633154  phi=96.397  theta=143.881
2112,-436.5220228798,-436.67118342315297,0.14916054335299123,93.59965411040176,Step 2111  E=-436.5220228798  phi=96.417  theta=145.378
2116,-436.5234828676,-436.6717280957791,0.14824522817906427,93.02528516700887,Step 2115  E=-436.5234828676  phi=96.151  theta=147.022
2120,-436.5310749898,-436.67931039030384,0.148235400503836,93.01911820769512,Step 2119  E=-436.5310749898  phi=95.802  theta=148.541
2124,-436.5299532179,-436.6783167134846,0.14836349558459005,93.09949908444916,Step 2123  E=-436.5299532179  phi=95.499  theta=149.744
2128,-436.5277874086,-436.6758446545756,0.14805724597562175,92.90732455339344,Step 2127  E=-436.5277874086  phi=95.290  theta=150.476
2132,-436.5173457777,-436.6650745575766,0.1477287798766156,92.70120896435853,Step 2131  E=-436.5173457777  phi=95.214  theta=150.696
2136,-436.5105172909,-436.65831066171404,0.14779337081404265,92.74174038953262,Step 2135  E=-436.5105172909  phi=95.369  theta=150.440
2140,-436.5102547129,-436.65830978221305,0.14805506931304535,92.9059586770049,Step 2139  E=-436.5102547129  phi=95.943  theta=149.713
2144,-436.5182570438,-436.66619449219667,0.1479374483966467,92.83215043761676,Step 2143  E=-436.5182570438  phi=97.173  theta=148.563
2148,-436.5258541746,-436.6731156445064,0.1472614699064252,92.4079675307399,Step 2147  E=-436.5258541746  phi=99.189  theta=147.183
2152,-436.525594832,-436.672617637554,0.14702280555400193,92.25820338847318,Step 2151  E=-436.5255948320  phi=101.897  theta=145.849
2156,-436.5241143859,-436.67196352552725,0.14784913962722612,92.7767358481625,Step 2155  E=-436.5241143859  phi=105.020  theta=144.838
2160,-436.5178705434,-436.6664603176057,0.14858977420567498,93.24149106295789,Step 2159  E=-436.5178705434  phi=108.208  theta=144.338
2164,-436.5159563412,-436.6644538885585,0.1484975473584882,93.1836178425852,Step 2163  E=-436.5159563412  phi=111.119  theta=144.320
2168,-436.5113834696,-436.6598019672032,0.14841849760318837,93.13401337221221,Step 2167  E=-436.5113834696  phi=113.462  theta=144.690
2172,-436.5146202344,-436.6635520158718,0.14893178147178787,93.45610386264215,Step 2171  E=-436.5146202344  phi=115.056  theta=145.416
2176,-436.5135354364,-436.66251569981193,0.14898026341194281,93.48652673941034,Step 2175  E=-436.5135354364  phi=115.844  theta=146.365
2180,-436.5161665087,-436.6641402809268,0.14797377222680552,92.8549439851757,Step 2179  E=-436.5161665087  phi=115.901  theta=147.340
2184,-436.5123234129,-436.6590703603617,0.14674694746167916,92.08509982204366,Step 2183  E=-436.5123234129  phi=115.441  theta=148.222
2188,-436.5190511548,-436.6655337357005,0.14648258090045374,91.91920730024923,Step 2187  E=-436.5190511548  phi=114.761  theta=148.894
2192,-436.5175485037,-436.6643023241539,0.14675382045385277,92.08941268974776,Step 2191  E=-436.5175485037  phi=114.121  theta=149.131
2196,-436.5177337977,-436.6642574778313,0.1465236801313381,91.94499745700587,Step 2195  E=-436.5177337977  phi=113.655  theta=148.961
2200,-436.5096791181,-436.6555412545777,0.14586213647771729,91.52987254685249,Step 2199  E=-436.5096791181  phi=113.393  theta=148.664
2204,-436.5101521184,-436.6562162863526,0.14606416795260202,91.6566492114016,Step 2203  E=-436.5101521184  phi=113.339  theta=148.461
2208,-436.5126242096,-436.65963283624893,0.1470086266489261,92.24930599120626,Step 2207  E=-436.5126242096  phi=113.571  theta=148.551
2212,-436.5133648498,-436.6605810307604,0.1472161809604131,92.37954828804699,Step 2211  E=-436.5133648498  phi=114.249  theta=149.120
2216,-436.512184752,-436.65873200298626,0.14654725098625931,91.95978839178069,Step 2215  E=-436.5121847520  phi=115.520  theta=150.125
2220,-436.5129147668,-436.6595083198455,0.14659355304547717,91.98884337260853,Step 2219  E=-436.5129147668  phi=117.434  theta=151.366
2224,-436.5192243503,-436.6669483813799,0.14772403107986065,92.6982290494044,Step 2223  E=-436.5192243503  phi=119.924  theta=152.658
2228,-436.5197859614,-436.6679723086943,0.14818634729431324,92.98833685398638,Step 2227  E=-436.5197859614  phi=122.790  theta=153.755
2232,-436.5184411536,-436.66575389987963,0.1473127462796242,92.44014394071787,Step 2231  E=-436.5184411536  phi=125.715  theta=154.469
2236,-436.5104235414,-436.6569723527919,0.14654881139193776,91.9607675611273,Step 2235  E=-436.5104235414  phi=128.353  theta=154.840
2240,-436.5172331666,-436.6641567768955,0.14692361029545964,92.19595742395575,Step 2239  E=-436.5172331666  phi=130.428  theta=154.917
2244,-436.522473177,-436.6696196089444,0.14714643194440669,92.33578011969638,Step 2243  E=-436.5224731770  phi=131.776  theta=154.591
2248,-436.5289172813,-436.6752381862265,0.14632090492654015,91.81775409489008,Step 2247  E=-436.5289172813  phi=132.366  theta=153.957
2252,-436.523402035,-436.66908242369766,0.14568038869765587,91.41582409297402,Step 2251  E=-436.5234020350  phi=132.288  theta=153.349
2256,-436.5228390812,-436.66949651118904,0.14665742998903397,92.02892675986462,Step 2255  E=-436.5228390812  phi=131.682  theta=152.983
2260,-436.5191872547,-436.6673204101467,0.14813315544671468,92.95495846567538,Step 2259  E=-436.5191872547  phi=130.690  theta=152.896
2264,-436.5217046895,-436.67023095873725,0.14852626923726575,93.20164109363103,Step 2263  E=-436.5217046895  phi=129.470  theta=153.075
2268,-436.52258686,-436.6713300318988,0.14874317189878639,93.33774956868473,Step 2267  E=-436.5225868600  phi=128.214  theta=153.405
2272,-436.5277809674,-436.6780861572169,0.15030518981689056,94.31793061095141,Step 2271  E=-436.5277809674  phi=127.133  theta=153.703
2276,-436.5219351382,-436.6739559028347,0.15202076463469893,95.39447006259024,Step 2275  E=-436.5219351382  phi=126.432  theta=153.776
2280,-436.5144587092,-436.6668166271259,0.15235791792588316,95.6060369470199,Step 2279  E=-436.5144587092  phi=126.273  theta=26.573
2284,-436.5087370117,-436.6607128451561,0.1519758334561061,95.36627532234242,Step 2283  E=-436.5087370117  phi=126.735  theta=27.518
2288,-436.5117833098,-436.6640901983042,0.15230688850419938,95.57401550145737,Step 2287  E=-436.5117833098  phi=127.791  theta=150.888
2292,-436.5142275168,-436.66683126033365,0.15260374353363204,95.76029484484964,Step 2291  E=-436.5142275168  phi=129.327  theta=148.710
2296,-436.5165711065,-436.6680209542865,0.1514498477864663,95.03621433142203,Step 2295  E=-436.5165711065  phi=131.183  theta=146.082
2300,-436.5201110918,-436.6701859995132,0.15007490771319,94.17342640917212,Step 2299  E=-436.5201110918  phi=133.186  theta=143.283
2304,-436.5276701467,-436.6780080757573,0.1503379290572866,94.33847479447356,Step 2303  E=-436.5276701467  phi=135.149  theta=140.631
2308,-436.5271513896,-436.67826990095716,0.15111851135714005,94.82829758291756,Step 2307  E=-436.5271513896  phi=136.845  theta=138.374
2312,-436.5147123364,-436.6657782382135,0.15106590181346746,94.79528459583688,Step 2311  E=-436.5147123364  phi=138.048  theta=136.732
2316,-436.5084760302,-436.6596663785935,0.15119034839352707,94.87337600383903,Step 2315  E=-436.5084760302  phi=138.619  theta=135.799
2320,-436.5092233336,-436.66145264304333,0.15222930944332802,95.52533390577167,Step 2319  E=-436.5092233336  phi=138.530  theta=135.462
2324,-436.5167113257,-436.670092624755,0.1533812990550132,96.24821830112639,Step 2323  E=-436.5167113257  phi=137.821  theta=135.513
2328,-436.5149111763,-436.66889985454935,0.15398867824933404,96.62935449991153,Step 2327  E=-436.5149111763  phi=136.599  theta=135.738
2332,-436.5216454579,-436.67620905688506,0.154563598985078,96.99012270842618,Step 2331  E=-436.5216454579  phi=135.065  theta=44.101
2336,-436.5215403566,-436.67730975461484,0.15576939801485423,97.74677302342687,Step 2335  E=-436.5215403566  phi=133.459  theta=44.175
2340,-436.5185110648,-436.6758650599588,0.15735399515881454,98.7411227438353,Step 2339  E=-436.5185110648  phi=132.008  theta=44.546
2344,-436.5047838645,-436.6628485645416,0.15806470004162065,99.18709679105903,Step 2343  E=-436.5047838645  phi=130.919  theta=45.298
2348,-436.5040827327,-436.6623169562965,0.1582342235964802,99.29347442781027,Step 2347  E=-436.5040827327  phi=130.354  theta=46.440
2352,-436.5040830393,-436.6627933005571,0.15871026125711296,99.59219256986815,Step 2351  E=-436.5040830393  phi=130.378  theta=47.803
2356,-436.5091238381,-436.66778225507704,0.15865841697706173,99.55965979296003,Step 2355  E=-436.5091238381  phi=130.951  theta=49.163
2360,-436.5028414502,-436.6609793141562,0.158137863956199,99.2330078406165,Step 2359  E=-436.5028414502  phi=131.962  theta=50.350
2364,-436.5118867314,-436.67044309615693,0.1585563647569188,99.49562105797116,Step 2363  E=-436.5118867314  phi=133.293  theta=51.214
2368,-436.5144168786,-436.6736069825784,0.15919010397840339,99.89329842353811,Step 2367  E=-436.5144168786  phi=134.854  theta=51.713
2372,-436.5205836888,-436.68014477555107,0.15956108675106861,100.12609362809974,Step 2371  E=-436.5205836888  phi=136.575  theta=51.959
2376,-436.5086559393,-436.6692451402549,0.16058920095485973,100.77124503139751,Step 2375  E=-436.5086559393  phi=138.356  theta=52.104
2380,-436.5055328812,-436.6670385357341,0.16150565453409627,101.34632833490747,Step 2379  E=-436.5055328812  phi=140.032  theta=52.310
2384,-436.5039382792,-436.66518082593336,0.16124254673337646,101.18122569725588,Step 2383  E=-436.5039382792  phi=141.398  theta=52.740
2388,-436.5089902006,-436.669860789313,0.16087058871300997,100.94781851552216,Step 2387  E=-436.5089902006  phi=142.282  theta=53.469
2392,-436.5064659057,-436.66754740316986,0.16108149746986555,101.08016575861191,Step 2391  E=-436.5064659057  phi=142.599  theta=54.479
2396,-436.5064139854,-436.66789657731584,0.16148259191584202,101.33185632345624,Step 2395  E=-436.5064139854  phi=142.359  theta=55.672
2400,-436.5032598639,-436.6648434729128,0.16158360901283686,101.39524550886284,Step 2399  E=-436.5032598639  phi=141.627  theta=56.917
2404,-436.5011573482,-436.6633509263373,0.16219357813724855,101.77800691331716,Step 2403  E=-436.5011573482  phi=140.539  theta=58.100
2408,-436.5004029149,-436.6645407114138,0.1641377965137849,102.9980223642413,Step 2407  E=-436.5004029149  phi=139.324  theta=59.086
2412,-436.4986105562,-436.6641960873148,0.16558553111480023,103.90648954230738,Step 2411  E=-436.4986105562  phi=138.250  theta=59.797
2416,-436.5003981704,-436.66572497897675,0.16532680857676496,103.74413869853659,Step 2415  E=-436.5003981704  phi=137.556  theta=60.260
2420,-436.4974378115,-436.66278621938454,0.16534840788455085,103.75769246880544,Step 2419  E=-436.4974378115  phi=137.399  theta=60.534
2424,-436.4992046571,-436.66541460748635,0.1662099503863601,104.29831855099877,Step 2423  E=-436.4992046571  phi=137.813  theta=60.720
2428,-436.4940327918,-436.66057711067765,0.16654431887764076,104.50813794710558,Step 2427  E=-436.4940327918  phi=138.670  theta=60.923
2432,-436.493733515,-436.6601137602608,0.16638024526082518,104.40518019810999,Step 2431  E=-436.4937335150  phi=139.680  theta=61.191
2436,-436.4943600358,-436.66076486745925,0.1664048316592357,104.4206083960457,Step 2435  E=-436.4943600358  phi=140.519  theta=61.614
2440,-436.5029649443,-436.6696543150174,0.16668937071739265,104.59915935078017,Step 2439  E=-436.5029649443  phi=141.024  theta=62.245
2444,-436.5018405333,-436.66776887369804,0.1659283403980112,104.12160561531903,Step 2443  E=-436.5018405333  phi=141.259  theta=62.998
2448,-436.5005372189,-436.66457527471675,0.16403805581677489,102.93543413191786,Step 2447  E=-436.5005372189  phi=141.443  theta=63.767
2452,-436.5014964518,-436.6646602616654,0.16316380986540935,102.38683651477467,Step 2451  E=-436.5014964518  phi=141.827  theta=64.487
2456,-436.4989633282,-436.6627670477764,0.16380371957643547,102.78838592098855,Step 2455  E=-436.4989633282  phi=142.529  theta=65.074
2460,-436.4967327486,-436.6610368665774,0.16430411797739453,103.10239065839637,Step 2459  E=-436.4967327486  phi=143.393  theta=65.484
2464,-436.4927176513,-436.6572017421668,0.16448409086683569,103.21532535159521,Step 2463  E=-436.4927176513  phi=144.048  theta=65.693
2468,-436.4977249042,-436.66307773469305,0.16535283049302052,103.76046769752023,Step 2467  E=-436.4977249042  phi=144.162  theta=65.677
2472,-436.4957767123,-436.6623252642084,0.16654855190836315,104.51079421398788,Step 2471  E=-436.4957767123  phi=143.637  theta=65.487
2476,-436.5007017287,-436.6681447206852,0.1674429919851832,105.07206383617418,Step 2475  E=-436.5007017287  phi=142.584  theta=65.206
2480,-436.4969975086,-436.6643312212701,0.16733371267014263,105.0034900306671,Step 2479  E=-436.4969975086  phi=141.217  theta=64.924
2484,-436.508381301,-436.6748776510795,0.16649635007951247,104.47803707182065,Step 2483  E=-436.5083813010  phi=139.812  theta=64.719
2488,-436.5051070365,-436.67104330350884,0.16593626700881714,104.12657963869698,Step 2487  E=-436.5051070365  phi=138.703  theta=64.588
2492,-436.5070505976,-436.6724554273972,0.16540482979718263,103.79309775352665,Step 2491  E=-436.5070505976  phi=138.158  theta=64.496
2496,-436.4956314829,-436.66008471471457,0.16445323181454796,103.19596100392405,Step 2495  E=-436.4956314829  phi=138.180  theta=64.448
2500,-436.492437822,-436.65626182033816,0.16382399833815953,102.80111103609265,Step 2499  E=-436.4924378220  phi=138.448  theta=64.434
2504,-436.4932416173,-436.65667185029884,0.16343023299884862,102.55401955511739,Step 2503  E=-436.4932416173  phi=138.588  theta=64.434
2508,-436.4971017917,-436.6602460651599,0.16314427345992044,102.37457723524125,Step 2507  E=-436.4971017917  phi=138.502  theta=64.429
2512,-436.4990072705,-436.6624094808216,0.16340221032163527,102.5364350596774,Step 2511  E=-436.4990072705  phi=138.364  theta=64.364
2516,-436.4972281646,-436.6612487162477,0.16402055164769536,102.92445009998485,Step 2515  E=-436.4972281646  phi=138.399  theta=64.171
